player1_name,player1_atprank,player1_games,player1_wins,player1_losses,player1_indoor_wins,player1_indoor_losses,player1_outdoor_wins,player1_outdoor_losses,player2_name,player2_atprank,player2_games,player2_wins,player2_losses,player2_indoor_wins,player2_indoor_losses,player2_outdoor_wins,player2_outdoor_losses,tournament_name,tournament_location,tournament_court,tournament_surface,match_date,match_odd_player1,match_odd_player2,winner_player1
Querrey S.,287,678,369,309,48,39,321,270,Gojowczyk P.,108,172,75,97,17,18,58,79,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-27,1.9,1.9,0
O Connell C.,74,65,26,39,0,0,26,39,Kudla D.,137,198,70,128,5,14,65,114,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-27,1.8,2.0,1
Fritz T.,9,356,205,151,26,22,179,129,Donskoy E.,149,162,50,112,14,33,36,79,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-27,1.2,4.5,1
Uchiyama Y.,314,33,9,24,1,3,8,21,Paire B.,149,527,237,290,39,56,198,234,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-27,2.37,1.57,0
Wolf J.J.,45,75,39,36,8,6,31,30,Isner J.,114,755,465,290,53,45,412,245,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-27,4.0,1.25,0
Johnson S.,197,395,196,199,16,23,180,176,Fritz T.,9,356,205,151,26,22,179,129,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-28,2.75,1.44,0
Taberner C.,181,37,13,24,4,6,9,18,Krajinovic F.,93,240,115,125,38,34,77,91,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-28,3.2,1.36,0
Kovalik J.,172,68,24,44,5,8,19,36,Vesely J.,528,288,130,158,6,19,124,139,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-28,2.2,1.66,1
Rune H.,6,131,83,48,28,9,55,39,Rinderknech A.,67,96,46,50,16,12,30,38,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-28,2.62,1.5,0
Martinez P.,135,118,50,68,7,6,43,62,Bautista Agut R.,25,379,234,145,31,29,203,116,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-28,2.75,1.44,1
Nakashima B.,70,106,57,49,6,5,51,44,Bryde T.,1164,1,0,1,0,0,0,1,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-28,1.04,13.0,1
Sock J.,166,324,177,147,38,24,139,123,Berankis R.,212,249,104,145,36,31,68,114,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-28,1.57,2.37,1
Kyrgios N.,25,303,195,108,11,7,184,101,Anderson K.,652,598,347,251,48,38,299,213,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-28,1.66,2.2,1
Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Mager G.,67,59,24,35,3,7,21,28,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-28,1.72,2.1,0
Thompson J.,71,221,96,125,10,10,86,115,Gojowczyk P.,108,172,75,97,17,18,58,79,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-28,1.66,2.2,1
Cecchinato M.,108,204,79,125,2,14,77,111,Altmaier D.,51,79,28,51,1,5,27,46,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-28,2.1,1.72,0
Erler A.,337,2,1,1,0,0,1,1,Ymer M.,59,130,58,72,18,23,40,49,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-28,3.2,1.36,0
Ruud C.,4,275,176,99,19,16,157,83,Vilella Martinez M.,167,10,4,6,0,0,4,6,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-28,1.11,6.5,1
Raonic M.,849,540,361,179,64,34,297,145,Nakashima B.,70,106,57,49,6,5,51,44,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-29,1.44,2.75,0
Kovalik J.,172,68,24,44,5,8,19,36,Martinez P.,135,118,50,68,7,6,43,62,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-29,3.0,1.4,0
Mager G.,67,59,24,35,3,7,21,28,Altmaier D.,51,79,28,51,1,5,27,46,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-29,2.37,1.57,0
Krajinovic F.,93,240,115,125,38,34,77,91,Rinderknech A.,67,96,46,50,16,12,30,38,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-29,1.5,2.62,0
Ymer M.,59,130,58,72,18,23,40,49,Ruud C.,4,275,176,99,19,16,157,83,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-29,4.5,1.2,0
Ruusuvuori E.,55,158,79,79,16,18,63,61,Paire B.,149,527,237,290,39,56,198,234,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-29,1.53,2.5,1
Fratangelo B.,695,62,22,40,0,1,22,39,Opelka R.,17,168,88,80,17,10,71,70,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-29,2.2,1.66,0
O Connell C.,74,65,26,39,0,0,26,39,Sinner J.,8,224,153,71,42,19,111,52,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-29,3.4,1.33,1
Altmaier D.,51,79,28,51,1,5,27,46,Martinez P.,135,118,50,68,7,6,43,62,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-30,2.1,1.72,0
Ruud C.,4,275,176,99,19,16,157,83,Rinderknech A.,67,96,46,50,16,12,30,38,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-30,1.57,2.37,1
Norrie C.,13,287,172,115,15,18,157,97,Ruusuvuori E.,55,158,79,79,16,18,63,61,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-30,1.25,4.0,0
Fritz T.,9,356,205,151,26,22,179,129,Opelka R.,17,168,88,80,17,10,71,70,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-30,1.61,2.3,1
Thompson J.,71,221,96,125,10,10,86,115,Nakashima B.,70,106,57,49,6,5,51,44,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-30,2.2,1.66,0
Kyrgios N.,25,303,195,108,11,7,184,101,Norrie C.,13,287,172,115,15,18,157,97,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-30,1.66,2.2,0
Isner J.,114,755,465,290,53,45,412,245,Sock J.,166,324,177,147,38,24,139,123,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-30,1.4,3.0,1
Nakashima B.,70,106,57,49,6,5,51,44,Ruusuvuori E.,55,158,79,79,16,18,63,61,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-31,2.1,1.72,1
Isner J.,114,755,465,290,53,45,412,245,O Connell C.,74,65,26,39,0,0,26,39,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-07-31,1.5,2.62,1
Martinez P.,135,118,50,68,7,6,43,62,Ruud C.,4,275,176,99,19,16,157,83,Generali Open,Kitzbuhel,Outdoor,Clay,2021-07-31,3.4,1.33,0
Isner J.,114,755,465,290,53,45,412,245,Fritz T.,9,356,205,151,26,22,179,129,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-08-01,2.0,1.8,1
Nakashima B.,70,106,57,49,6,5,51,44,Isner J.,114,755,465,290,53,45,412,245,BB&T Atlanta Open,Atlanta,Outdoor,Hard,2021-08-01,2.0,1.8,0
Ivashka I.,113,159,78,81,19,18,59,63,Gerasimov E.,150,93,43,50,19,19,24,31,Citi Open,Washington,Outdoor,Hard,2021-08-02,1.44,2.75,1
Giron M.,69,150,68,82,20,14,48,68,Marchenko I.,164,131,50,81,18,23,32,58,Citi Open,Washington,Outdoor,Hard,2021-08-02,1.4,3.0,1
Anderson K.,652,598,347,251,48,38,299,213,Brooksby J.,39,79,46,33,6,5,40,28,Citi Open,Washington,Outdoor,Hard,2021-08-02,1.61,2.3,0
Galan D.E.,76,78,33,45,3,5,30,40,Paul T.,14,204,111,93,19,13,92,80,Citi Open,Washington,Outdoor,Hard,2021-08-02,3.0,1.4,1
Berankis R.,212,249,104,145,36,31,68,114,Krueger M.,228,24,7,17,0,1,7,16,Citi Open,Washington,Outdoor,Hard,2021-08-02,1.66,2.2,1
Seppi A.,141,758,363,395,74,85,289,310,Uchiyama Y.,314,33,9,24,1,3,8,21,Citi Open,Washington,Outdoor,Hard,2021-08-02,1.61,2.3,1
Ramanathan R.,435,40,14,26,0,4,14,22,Johnson S.,197,395,196,199,16,23,180,176,Citi Open,Washington,Outdoor,Hard,2021-08-03,3.0,1.4,0
Seppi A.,141,758,363,395,74,85,289,310,Auger-Aliassime F.,12,268,163,105,48,22,115,83,Citi Open,Washington,Outdoor,Hard,2021-08-03,4.5,1.2,0
Norrie C.,13,287,172,115,15,18,157,97,Giron M.,69,150,68,82,20,14,48,68,Citi Open,Washington,Outdoor,Hard,2021-08-03,1.3,3.5,1
Pospisil V.,99,280,122,158,39,34,83,124,Korda S.,26,126,75,51,15,9,60,42,Citi Open,Washington,Outdoor,Hard,2021-08-03,2.75,1.44,0
Ymer E.,186,81,24,57,3,11,21,46,Thompson J.,71,221,96,125,10,10,86,115,Citi Open,Washington,Outdoor,Hard,2021-08-03,2.5,1.53,1
Sandgren T.,153,121,47,74,2,9,45,65,Duckworth J.,123,143,55,88,10,9,45,79,Citi Open,Washington,Outdoor,Hard,2021-08-03,2.1,1.72,1
Pospisil V.,99,280,122,158,39,34,83,124,Gomez E.,155,26,7,19,2,2,5,17,Citi Open,Washington,Outdoor,Hard,2021-08-03,1.53,2.5,1
Lopez F.,634,863,441,422,71,82,370,340,Kudla D.,137,198,70,128,5,14,65,114,Citi Open,Washington,Outdoor,Hard,2021-08-03,2.37,1.57,0
Gunneswaran P.,228,28,7,21,0,0,7,21,Ruusuvuori E.,55,158,79,79,16,18,63,61,Citi Open,Washington,Outdoor,Hard,2021-08-03,3.75,1.28,0
Nishioka Y.,31,215,99,116,15,15,84,101,Sock J.,166,324,177,147,38,24,139,123,Citi Open,Washington,Outdoor,Hard,2021-08-03,2.1,1.72,0
Nishikori K.,439,617,408,209,70,33,338,176,Querrey S.,287,678,369,309,48,39,321,270,Citi Open,Washington,Outdoor,Hard,2021-08-03,1.53,2.5,1
Nakashima B.,70,106,57,49,6,5,51,44,Popyrin A.,90,140,59,81,9,13,50,68,Citi Open,Washington,Outdoor,Hard,2021-08-03,1.8,2.0,1
Mcdonald M.,60,190,87,103,11,15,76,88,Paire B.,149,527,237,290,39,56,198,234,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.44,2.75,1
Harris L.,186,129,59,70,7,8,52,62,Sandgren T.,153,121,47,74,2,9,45,65,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.44,2.75,1
Nishikori K.,439,617,408,209,70,33,338,176,Bublik A.,25,219,110,109,39,30,71,79,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.5,2.62,1
Ivashka I.,113,159,78,81,19,18,59,63,Dimitrov G.,20,651,389,262,79,50,310,212,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.66,2.2,1
Ruusuvuori E.,55,158,79,79,16,18,63,61,Sinner J.,8,224,153,71,42,19,111,52,Citi Open,Washington,Outdoor,Hard,2021-08-04,2.37,1.57,0
Opelka R.,17,168,88,80,17,10,71,70,Galan D.E.,76,78,33,45,3,5,30,40,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.33,3.4,1
Kudla D.,137,198,70,128,5,14,65,114,Fritz T.,9,356,205,151,26,22,179,129,Citi Open,Washington,Outdoor,Hard,2021-08-04,3.0,1.4,1
Millman J.,140,256,113,143,21,22,92,121,Ymer E.,186,81,24,57,3,11,21,46,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.66,2.2,1
Nakashima B.,70,106,57,49,6,5,51,44,Evans D.,30,251,124,127,18,16,106,111,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.72,2.1,1
De Minaur A.,19,272,161,111,30,19,131,92,Johnson S.,197,395,196,199,16,23,180,176,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.4,3.0,0
Tiafoe F.,10,303,158,145,24,23,134,122,Brooksby J.,39,79,46,33,6,5,40,28,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.8,2.0,0
Kecmanovic M.,40,210,107,103,12,16,95,87,Berankis R.,212,249,104,145,36,31,68,114,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.57,2.37,0
Kyrgios N.,25,303,195,108,11,7,184,101,Mcdonald M.,60,190,87,103,11,15,76,88,Citi Open,Washington,Outdoor,Hard,2021-08-04,1.44,2.75,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Brooksby J.,39,79,46,33,6,5,40,28,Citi Open,Washington,Outdoor,Hard,2021-08-05,1.57,2.37,0
Opelka R.,17,168,88,80,17,10,71,70,Millman J.,140,256,113,143,21,22,92,121,Citi Open,Washington,Outdoor,Hard,2021-08-05,1.61,2.3,0
Korda S.,26,126,75,51,15,9,60,42,Sinner J.,8,224,153,71,42,19,111,52,Citi Open,Washington,Outdoor,Hard,2021-08-05,2.1,1.72,0
Nishikori K.,439,617,408,209,70,33,338,176,Norrie C.,13,287,172,115,15,18,157,97,Citi Open,Washington,Outdoor,Hard,2021-08-05,2.0,1.8,1
Nakashima B.,70,106,57,49,6,5,51,44,Kudla D.,137,198,70,128,5,14,65,114,Citi Open,Washington,Outdoor,Hard,2021-08-05,1.4,3.0,0
Nadal R.,2,1223,1017,206,76,40,941,166,Sock J.,166,324,177,147,38,24,139,123,Citi Open,Washington,Outdoor,Hard,2021-08-05,1.1,7.0,1
Berankis R.,212,249,104,145,36,31,68,114,Johnson S.,197,395,196,199,16,23,180,176,Citi Open,Washington,Outdoor,Hard,2021-08-05,2.2,1.66,0
Nadal R.,2,1223,1017,206,76,40,941,166,Harris L.,186,129,59,70,7,8,52,62,Citi Open,Washington,Outdoor,Hard,2021-08-06,1.25,4.0,0
Ivashka I.,113,159,78,81,19,18,59,63,Mcdonald M.,60,190,87,103,11,15,76,88,Citi Open,Washington,Outdoor,Hard,2021-08-06,1.57,2.37,0
Brooksby J.,39,79,46,33,6,5,40,28,Millman J.,140,256,113,143,21,22,92,121,Citi Open,Washington,Outdoor,Hard,2021-08-06,1.4,3.0,1
Sinner J.,8,224,153,71,42,19,111,52,Johnson S.,197,395,196,199,16,23,180,176,Citi Open,Washington,Outdoor,Hard,2021-08-06,1.33,3.4,1
Harris L.,186,129,59,70,7,8,52,62,Nishikori K.,439,617,408,209,70,33,338,176,Citi Open,Washington,Outdoor,Hard,2021-08-07,2.37,1.57,0
Mcdonald M.,60,190,87,103,11,15,76,88,Kudla D.,137,198,70,128,5,14,65,114,Citi Open,Washington,Outdoor,Hard,2021-08-07,1.53,2.5,1
Brooksby J.,39,79,46,33,6,5,40,28,Sinner J.,8,224,153,71,42,19,111,52,Citi Open,Washington,Outdoor,Hard,2021-08-07,2.37,1.57,0
Nishikori K.,439,617,408,209,70,33,338,176,Mcdonald M.,60,190,87,103,11,15,76,88,Citi Open,Washington,Outdoor,Hard,2021-08-07,1.44,2.75,0
Sinner J.,8,224,153,71,42,19,111,52,Mcdonald M.,60,190,87,103,11,15,76,88,Citi Open,Washington,Outdoor,Hard,2021-08-08,1.25,4.0,1
Evans D.,30,251,124,127,18,16,106,111,Bublik A.,25,219,110,109,39,30,71,79,Canadian Open,Toronto,Outdoor,Hard,2021-08-09,2.0,1.8,0
Millman J.,140,256,113,143,21,22,92,121,Berankis R.,212,249,104,145,36,31,68,114,Canadian Open,Toronto,Outdoor,Hard,2021-08-09,1.9,1.9,1
Fritz T.,9,356,205,151,26,22,179,129,Duckworth J.,123,143,55,88,10,9,45,79,Canadian Open,Toronto,Outdoor,Hard,2021-08-09,1.36,3.2,0
Harris L.,186,129,59,70,7,8,52,62,Schnur B.,233,19,4,15,4,4,0,11,Canadian Open,Toronto,Outdoor,Hard,2021-08-09,1.28,3.75,1
Sonego L.,43,221,107,114,19,17,88,97,Humbert U.,36,170,80,90,23,21,57,69,Canadian Open,Toronto,Outdoor,Hard,2021-08-09,2.62,1.5,0
Fognini F.,128,742,383,359,39,48,344,311,Struff J.L.,21,369,170,199,43,42,127,157,Canadian Open,Toronto,Outdoor,Hard,2021-08-09,1.9,1.9,1
Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Cilic M.,100,853,543,310,119,65,424,245,Canadian Open,Toronto,Outdoor,Hard,2021-08-09,3.4,1.33,0
Cilic M.,100,853,543,310,119,65,424,245,Ruud C.,4,275,176,99,19,16,157,83,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,2.1,1.72,0
Bublik A.,25,219,110,109,39,30,71,79,Medvedev D.,3,406,289,117,69,27,220,90,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,4.5,1.2,0
Mcdonald M.,60,190,87,103,11,15,76,88,Paire B.,149,527,237,290,39,56,198,234,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,1.57,2.37,0
Nishioka Y.,31,215,99,116,15,15,84,101,Tiafoe F.,10,303,158,145,24,23,134,122,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,2.5,1.53,0
Khachanov K.,11,378,217,161,44,38,173,123,Norrie C.,13,287,172,115,15,18,157,97,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,1.8,2.0,1
Isner J.,114,755,465,290,53,45,412,245,Davidovich Fokina A.,39,168,84,84,17,20,67,64,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,1.61,2.3,1
Nishikori K.,439,617,408,209,70,33,338,176,Kecmanovic M.,40,210,107,103,12,16,95,87,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,1.4,3.0,1
Lajovic D.,66,378,163,215,21,36,142,179,Ruusuvuori E.,55,158,79,79,16,18,63,61,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,3.4,1.33,1
Kyrgios N.,25,303,195,108,11,7,184,101,Opelka R.,17,168,88,80,17,10,71,70,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,1.72,2.1,0
Paul T.,14,204,111,93,19,13,92,80,Pospisil V.,99,280,122,158,39,34,83,124,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,2.0,1.8,1
Brooksby J.,39,79,46,33,6,5,40,28,Basilashvili N.,118,301,138,163,26,34,112,129,Canadian Open,Toronto,Outdoor,Hard,2021-08-10,1.44,2.75,0
Karatsev A.,75,136,66,70,10,22,56,48,Khachanov K.,11,378,217,161,44,38,173,123,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,2.37,1.57,0
Hurkacz H.,17,238,137,101,27,24,110,77,Nishikori K.,439,617,408,209,70,33,338,176,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,1.9,1.9,1
Bautista Agut R.,25,379,234,145,31,29,203,116,Paul T.,14,204,111,93,19,13,92,80,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,1.44,2.75,1
Schwartzman D.,95,428,233,195,32,27,201,168,Paire B.,149,527,237,290,39,56,198,234,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,1.36,3.2,1
Basilashvili N.,118,301,138,163,26,34,112,129,De Minaur A.,19,272,161,111,30,19,131,92,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,2.5,1.53,1
Rublev A.,7,392,255,137,57,34,198,103,Fognini F.,128,742,383,359,39,48,344,311,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,1.25,4.0,1
Humbert U.,36,170,80,90,23,21,57,69,Tsitsipas S.,5,390,264,126,49,32,215,94,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,2.5,1.36,0
Harris L.,186,129,59,70,7,8,52,62,Lopez F.,634,863,441,422,71,82,370,340,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,1.25,4.0,1
Isner J.,114,755,465,290,53,45,412,245,Garin C.,101,190,103,87,15,13,88,74,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,1.44,2.75,1
Sinner J.,8,224,153,71,42,19,111,52,Duckworth J.,123,143,55,88,10,9,45,79,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,1.2,4.5,0
Dimitrov G.,20,651,389,262,79,50,310,212,Opelka R.,17,168,88,80,17,10,71,70,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,2.5,1.53,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Lajovic D.,66,378,163,215,21,36,142,179,Canadian Open,Toronto,Outdoor,Hard,2021-08-11,1.25,4.0,0
Harris L.,186,129,59,70,7,8,52,62,Opelka R.,17,168,88,80,17,10,71,70,Canadian Open,Toronto,Outdoor,Hard,2021-08-12,1.9,1.9,0
Tiafoe F.,10,303,158,145,24,23,134,122,Monfils G.,323,816,510,306,131,65,379,241,Canadian Open,Toronto,Outdoor,Hard,2021-08-12,1.4,3.0,0
Schwartzman D.,95,428,233,195,32,27,201,168,Bautista Agut R.,25,379,234,145,31,29,203,116,Canadian Open,Toronto,Outdoor,Hard,2021-08-12,2.0,1.8,0
Isner J.,114,755,465,290,53,45,412,245,Rublev A.,7,392,255,137,57,34,198,103,Canadian Open,Toronto,Outdoor,Hard,2021-08-12,2.75,1.44,1
Tsitsipas S.,5,390,264,126,49,32,215,94,Khachanov K.,11,378,217,161,44,38,173,123,Canadian Open,Toronto,Outdoor,Hard,2021-08-12,1.36,2.5,1
Lajovic D.,66,378,163,215,21,36,142,179,Ruud C.,4,275,176,99,19,16,157,83,Canadian Open,Toronto,Outdoor,Hard,2021-08-12,3.2,1.36,0
Monfils G.,323,816,510,306,131,65,379,241,Millman J.,140,256,113,143,21,22,92,121,Canadian Open,Toronto,Outdoor,Hard,2021-08-12,2.3,1.61,1
Tiafoe F.,10,303,158,145,24,23,134,122,Shapovalov D.,29,298,166,132,30,27,136,105,Canadian Open,Toronto,Outdoor,Hard,2021-08-12,3.2,2.5,1
Medvedev D.,3,406,289,117,69,27,220,90,Duckworth J.,123,143,55,88,10,9,45,79,Canadian Open,Toronto,Outdoor,Hard,2021-08-13,1.08,8.0,1
Hurkacz H.,17,238,137,101,27,24,110,77,Basilashvili N.,118,301,138,163,26,34,112,129,Canadian Open,Toronto,Outdoor,Hard,2021-08-13,1.66,2.2,1
Tsitsipas S.,5,390,264,126,49,32,215,94,Ruud C.,4,275,176,99,19,16,157,83,Canadian Open,Toronto,Outdoor,Hard,2021-08-13,1.25,2.5,1
Opelka R.,17,168,88,80,17,10,71,70,Bautista Agut R.,25,379,234,145,31,29,203,116,Canadian Open,Toronto,Outdoor,Hard,2021-08-13,2.2,1.66,1
Opelka R.,17,168,88,80,17,10,71,70,Tsitsipas S.,5,390,264,126,49,32,215,94,Canadian Open,Toronto,Outdoor,Hard,2021-08-14,4.33,1.22,1
Monfils G.,323,816,510,306,131,65,379,241,Isner J.,114,755,465,290,53,45,412,245,Canadian Open,Toronto,Outdoor,Hard,2021-08-14,2.62,1.5,0
Medvedev D.,3,406,289,117,69,27,220,90,Hurkacz H.,17,238,137,101,27,24,110,77,Canadian Open,Toronto,Outdoor,Hard,2021-08-14,1.22,4.33,1
Medvedev D.,3,406,289,117,69,27,220,90,Isner J.,114,755,465,290,53,45,412,245,Canadian Open,Toronto,Outdoor,Hard,2021-08-15,1.3,3.5,1
Opelka R.,17,168,88,80,17,10,71,70,Medvedev D.,3,406,289,117,69,27,220,90,Canadian Open,Toronto,Outdoor,Hard,2021-08-15,5.0,1.16,0
Kecmanovic M.,40,210,107,103,12,16,95,87,Paire B.,149,527,237,290,39,56,198,234,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-15,1.57,2.37,0
Evans D.,30,251,124,127,18,16,106,111,Schwartzman D.,95,428,233,195,32,27,201,168,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-16,2.75,1.44,0
Harris L.,186,129,59,70,7,8,52,62,Nishioka Y.,31,215,99,116,15,15,84,101,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-16,1.4,3.0,1
Fucsovics M.,67,249,121,128,26,24,95,104,Auger-Aliassime F.,12,268,163,105,48,22,115,83,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-16,2.75,1.44,0
Fritz T.,9,356,205,151,26,22,179,129,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-16,1.36,3.2,0
Goffin D.,123,522,296,226,66,52,230,174,Pella G.,199,260,118,142,14,16,104,126,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-16,1.3,3.5,0
Fognini F.,128,742,383,359,39,48,344,311,Basilashvili N.,118,301,138,163,26,34,112,129,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-16,2.1,1.72,1
Sinner J.,8,224,153,71,42,19,111,52,Delbonis F.,131,340,152,188,19,23,133,165,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-16,1.14,5.5,1
Struff J.L.,21,369,170,199,43,42,127,157,Koepfer D.,84,86,38,48,3,3,35,45,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-16,1.66,2.2,0
Giron M.,69,150,68,82,20,14,48,68,Bublik A.,25,219,110,109,39,30,71,79,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,2.37,1.57,0
Opelka R.,17,168,88,80,17,10,71,70,Moutet C.,80,118,50,68,5,11,45,57,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,1.44,2.75,1
Sonego L.,43,221,107,114,19,17,88,97,Alcaraz C.,1,164,130,34,10,5,120,29,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,2.2,1.66,1
Isner J.,114,755,465,290,53,45,412,245,Norrie C.,13,287,172,115,15,18,157,97,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,1.9,1.9,1
Cilic M.,100,853,543,310,119,65,424,245,Karatsev A.,75,136,66,70,10,22,56,48,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,2.0,1.8,1
Korda S.,26,126,75,51,15,9,60,42,Djere L.,38,243,120,123,10,22,110,101,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,1.2,4.5,1
Mcdonald M.,60,190,87,103,11,15,76,88,Nakashima B.,70,106,57,49,6,5,51,44,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,2.2,1.66,1
Davidovich Fokina A.,39,168,84,84,17,20,67,64,Hurkacz H.,17,238,137,101,27,24,110,77,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,3.2,1.36,0
Khachanov K.,11,378,217,161,44,38,173,123,Anderson K.,652,598,347,251,48,38,299,213,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,1.61,2.3,1
Gasquet R.,48,948,581,367,133,82,448,285,Murray A.,44,932,687,245,132,47,555,198,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,1.72,2.1,0
Krajinovic F.,93,240,115,125,38,34,77,91,De Minaur A.,19,272,161,111,30,19,131,92,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,2.2,1.66,0
Dimitrov G.,20,651,389,262,79,50,310,212,Bautista Agut R.,25,379,234,145,31,29,203,116,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-17,2.62,1.5,1
Zverev A.,19,500,346,154,60,31,286,123,Harris L.,186,129,59,70,7,8,52,62,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-18,1.3,3.5,1
Sinner J.,8,224,153,71,42,19,111,52,Isner J.,114,755,465,290,53,45,412,245,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2021-08-18,1.66,2.2,0
